return_id,order_id,return_date,return_reason,refund_amount,refund_processed_days
7978,28010,2024-07-11,Not as Expected,4515.9,9
7979,46942,2024-01-30,Size Issue,4540.27,8
7980,44131,2024-09-11,Damaged,3961.74,8
7981,27752,2024-08-14,Late Delivery,4286.54,9
7982,38256,2024-12-20,Damaged,5779.8,7
7983,45088,2024-11-26,Size Issue,5282.05,3
7984,13667,2024-07-05,Late Delivery,3399.82,4
7985,47022,2024-11-12,Size Issue,5152.79,3
7986,31668,2024-07-14,Not as Expected,5760.1,6
7987,29145,2024-04-18,Not as Expected,425.04,4
7988,36853,2024-04-04,Damaged,6091.98,5
7989,23691,2024-01-10,Damaged,4784.73,7
7990,45309,2024-05-19,Size Issue,1648.22,6
7991,14599,2024-02-01,Not as Expected,4677.97,6
7992,48424,2024-06-26,Late Delivery,6112.93,3
7993,26318,2024-04-24,Size Issue,5159.28,4
7994,47326,2024-11-10,Late Delivery,5260.28,7
7995,14541,2024-12-13,Size Issue,3863.5,4
7996,10771,2024-05-16,Size Issue,1224.12,5
7997,9058,2024-04-03,Not as Expected,5637.9,5
7998,18562,2024-02-10,Not as Expected,4601.45,2
7999,29468,2024-11-08,Damaged,3824.68,7
8000,5624,2024-09-16,Not as Expected,8024.94,7
8001,33780,2024-05-17,Late Delivery,5311.25,4
8002,7831,2024-11-11,Size Issue,4107.0,6
8003,999,2024-11-17,Size Issue,4645.08,6
8004,36471,2024-04-23,Wrong Product,1040.06,3
8005,31774,2024-08-25,Damaged,2222.66,6
8006,38860,2024-08-03,Late Delivery,1745.77,8
8007,45733,2024-03-23,Size Issue,1609.86,2
8008,28332,2024-06-01,Late Delivery,4856.84,8
8009,22026,2024-04-19,Wrong Product,4520.05,7
8010,4745,2024-12-18,Wrong Product,4723.34,4
8011,21339,2024-09-09,Not as Expected,3941.15,4
8012,22804,2024-03-17,Late Delivery,1730.22,4
8013,24070,2024-06-12,Not as Expected,5222.58,5
8014,26529,2024-01-20,Not as Expected,5239.45,3
8015,23142,2024-01-10,Damaged,6974.26,2
8016,1273,2024-05-20,Wrong Product,4777.5,3
8017,619,2024-12-14,Damaged,2245.35,3
8018,37304,2024-11-28,Wrong Product,6569.09,5
8019,48924,2024-07-19,Not as Expected,4969.76,1
8020,27142,2024-07-03,Size Issue,2438.13,1
8021,10943,2024-10-30,Damaged,3548.74,1
8022,25149,2024-11-28,Wrong Product,5698.46,4
8023,23474,2024-01-31,Size Issue,3366.98,6
8024,19434,2024-01-16,Late Delivery,6846.82,4
8025,29713,2024-09-11,Not as Expected,4030.75,4
8026,29297,2024-02-20,Damaged,3426.16,5
8027,45600,2024-10-23,Size Issue,2351.62,9
8028,33682,2024-08-16,Wrong Product,4801.94,4
8029,22153,2024-10-10,Wrong Product,5212.38,5
8030,7211,2024-10-08,Size Issue,3498.07,5
8031,14675,2024-07-05,Damaged,4003.43,3
8032,8210,2024-09-07,Damaged,6967.75,7
8033,25944,2024-07-11,Damaged,5682.18,3
8034,5874,2024-02-20,Not as Expected,1473.56,8
8035,2766,2024-11-05,Not as Expected,5934.08,7
8036,32834,2024-01-11,Damaged,4816.91,8
8037,18643,2024-01-15,Not as Expected,3123.42,6
8038,37085,2024-12-22,Damaged,5292.05,7
8039,21089,2024-03-15,Wrong Product,6972.44,2
8040,24950,2024-08-06,Late Delivery,5481.09,4
8041,22784,2024-09-01,Wrong Product,2658.46,5
8042,5897,2024-11-26,Late Delivery,4153.81,4
8043,12992,2024-10-15,Size Issue,6900.01,6
8044,21353,2024-02-11,Not as Expected,2174.39,9
8045,7227,2024-02-01,Not as Expected,6564.23,1
8046,21032,2024-05-11,Late Delivery,4902.12,5
8047,38835,2024-08-06,Size Issue,4408.41,8
8048,48775,2024-08-24,Wrong Product,2379.1,1
8049,1746,2024-10-07,Not as Expected,4886.96,2
8050,49801,2024-12-01,Not as Expected,802.98,5
8051,22335,2024-12-07,Size Issue,1681.44,8
8052,43777,2024-03-09,Damaged,1423.85,9
8053,422,2024-11-22,Late Delivery,3669.15,5
8054,48615,2024-04-24,Not as Expected,3392.98,9
8055,3042,2024-01-18,Late Delivery,4910.46,1
8056,8462,2024-11-10,Late Delivery,1307.96,3
8057,24061,2024-05-21,Damaged,7294.32,5
8058,3269,2024-02-05,Late Delivery,4827.48,7
8059,21821,2024-05-14,Not as Expected,1559.99,2
8060,24005,2024-10-07,Wrong Product,3128.57,8
8061,23242,2024-03-14,Size Issue,1514.64,2
8062,11045,2024-08-10,Size Issue,6780.33,4
8063,44991,2024-10-07,Not as Expected,844.61,9
8064,14415,2024-07-31,Size Issue,6713.74,9
8065,5160,2024-07-26,Not as Expected,3914.64,4
8066,31769,2024-09-08,Wrong Product,6033.53,6
8067,38800,2024-07-28,Damaged,3644.41,9
8068,36636,2024-04-04,Damaged,1323.15,7
8069,12114,2024-07-16,Size Issue,4376.68,7
8070,11075,2024-02-10,Wrong Product,3999.15,9
8071,8671,2024-04-16,Wrong Product,3891.37,2
8072,4977,2024-05-18,Wrong Product,1591.97,6
8073,3459,2024-11-21,Not as Expected,1776.14,3
8074,22646,2024-11-12,Not as Expected,4398.45,7
8075,16576,2024-12-07,Late Delivery,2722.4,5
8076,47091,2025-01-01,Wrong Product,868.4,9
8077,27679,2024-03-15,Not as Expected,1464.71,8
8078,27495,2024-10-27,Wrong Product,1590.02,3
8079,45950,2024-02-28,Size Issue,5835.24,5
8080,2501,2025-01-02,Size Issue,4296.37,3
8081,15986,2024-10-04,Size Issue,434.84,3
8082,49120,2024-08-03,Not as Expected,2582.74,3
8083,27206,2024-05-20,Wrong Product,1892.28,5
8084,23026,2024-06-17,Late Delivery,1130.59,1
8085,746,2024-05-31,Not as Expected,3370.12,6
8086,41331,2024-03-13,Not as Expected,7418.78,2
8087,41786,2024-04-20,Damaged,2144.04,2
8088,21607,2024-04-13,Wrong Product,1184.81,7
8089,29710,2024-10-30,Wrong Product,5101.66,6
8090,4189,2024-09-26,Not as Expected,6690.1,9
8091,19234,2024-07-25,Not as Expected,4589.35,3
8092,20813,2024-09-07,Late Delivery,670.48,3
8093,26281,2024-09-09,Late Delivery,536.7,1
8094,34992,2024-11-24,Not as Expected,1292.99,6
8095,41232,2024-03-15,Late Delivery,968.42,2
8096,13532,2024-04-28,Late Delivery,1789.52,8
8097,37378,2024-06-17,Damaged,4752.08,7
8098,43503,2024-09-17,Size Issue,6034.17,8
8099,2031,2024-11-24,Not as Expected,4544.74,3
8100,8886,2024-02-23,Wrong Product,6749.78,1
8101,17764,2024-11-14,Size Issue,6380.47,5
8102,27489,2024-08-10,Size Issue,1205.56,7
8103,32499,2024-03-12,Late Delivery,2724.26,7
8104,22727,2024-10-07,Size Issue,4273.49,5
8105,42540,2024-10-30,Wrong Product,1986.54,1
8106,32990,2024-01-21,Wrong Product,4483.58,6
8107,42345,2024-09-06,Late Delivery,2104.27,1
8108,31394,2024-10-09,Size Issue,4080.71,5
8109,24381,2024-05-30,Size Issue,7737.2,4
8110,35423,2024-09-09,Wrong Product,2396.13,5
8111,29539,2024-08-25,Damaged,2720.29,3
8112,26731,2024-11-30,Late Delivery,4625.58,4
8113,18244,2024-01-07,Not as Expected,1908.79,3
8114,3280,2024-01-16,Late Delivery,3005.36,7
8115,19578,2024-04-01,Late Delivery,4356.17,4
8116,20566,2024-01-20,Late Delivery,6479.88,5
8117,6776,2024-05-11,Late Delivery,1679.51,3
8118,25338,2024-08-31,Wrong Product,828.5,8
8119,12095,2024-05-23,Size Issue,825.55,6
8120,42934,2024-12-23,Damaged,1723.94,5
8121,9814,2024-06-07,Damaged,1339.31,5
8122,24691,2024-10-04,Damaged,3199.05,5
8123,42486,2024-07-29,Size Issue,789.71,1
8124,42483,2024-04-19,Wrong Product,4930.47,4
8125,15322,2024-04-01,Wrong Product,4508.67,7
8126,31975,2024-08-02,Wrong Product,5627.44,3
8127,49111,2024-11-13,Size Issue,4181.61,8
8128,19033,2025-01-01,Size Issue,1894.68,6
8129,8899,2024-08-05,Size Issue,1002.38,9
8130,39721,2024-08-03,Not as Expected,933.02,3
8131,35072,2024-02-14,Wrong Product,3968.53,4
8132,19463,2024-04-14,Size Issue,1358.47,7
8133,32301,2024-05-23,Late Delivery,2015.28,1
8134,43734,2024-05-07,Not as Expected,4786.22,5
8135,33962,2024-03-21,Not as Expected,4606.67,5
8136,47257,2024-02-15,Late Delivery,1390.17,5
8137,33861,2024-11-14,Wrong Product,4654.84,7
8138,29690,2024-03-06,Late Delivery,2763.55,9
8139,13901,2024-01-31,Not as Expected,465.99,9
8140,42571,2024-10-01,Wrong Product,4627.02,6
8141,48882,2024-08-14,Wrong Product,3100.06,8
8142,7721,2024-12-27,Late Delivery,3272.52,1
8143,4146,2024-08-17,Wrong Product,4830.24,6
8144,9606,2024-05-18,Wrong Product,5318.67,7
8145,14075,2024-09-09,Wrong Product,3019.93,6
8146,36468,2024-11-20,Damaged,3407.77,2
8147,42628,2024-10-01,Size Issue,574.2,8
8148,28370,2024-05-03,Not as Expected,2568.33,9
8149,40814,2024-12-31,Damaged,2367.04,1
8150,27119,2024-01-16,Not as Expected,5906.78,1
8151,18557,2024-05-19,Late Delivery,4861.18,6
8152,34103,2024-12-21,Late Delivery,3097.97,3
8153,2144,2024-03-05,Wrong Product,5181.38,3
8154,34366,2024-07-25,Wrong Product,6947.16,8
8155,1836,2024-07-29,Size Issue,3415.55,6
8156,45773,2024-02-20,Wrong Product,4528.96,3
8157,34208,2024-07-21,Size Issue,4126.28,4
8158,162,2024-11-06,Wrong Product,2485.18,2
8159,21201,2024-06-28,Size Issue,1420.61,7
8160,40423,2024-11-27,Late Delivery,4650.58,7
8161,49054,2024-01-16,Size Issue,5445.6,6
8162,19662,2024-03-02,Late Delivery,1520.59,8
8163,27797,2024-04-19,Late Delivery,3648.0,1
8164,44093,2024-10-09,Not as Expected,6678.82,2
8165,20452,2024-08-07,Not as Expected,5069.32,3
8166,37274,2024-11-14,Damaged,2122.31,4
8167,43086,2024-09-30,Size Issue,701.63,2
8168,36027,2024-01-20,Not as Expected,3642.43,7
8169,20138,2024-07-15,Wrong Product,1732.02,8
8170,5765,2024-11-22,Size Issue,4944.5,4
8171,15824,2024-11-17,Not as Expected,6159.71,3
8172,7284,2024-09-29,Damaged,5214.1,4
8173,37262,2024-06-19,Damaged,4493.74,9
8174,3609,2024-08-03,Not as Expected,1528.29,6
8175,1580,2024-09-05,Damaged,1035.77,1
8176,8932,2024-07-09,Wrong Product,2370.2,6
8177,41674,2024-11-30,Not as Expected,6755.64,3
8178,35574,2024-04-23,Not as Expected,2621.17,2
8179,45224,2024-06-10,Not as Expected,8065.87,4
8180,24771,2024-09-18,Size Issue,6255.11,9
8181,49514,2024-03-30,Wrong Product,939.78,5
8182,23823,2024-01-26,Late Delivery,4234.94,3
8183,15958,2024-11-13,Not as Expected,1619.45,9
8184,42946,2024-07-28,Not as Expected,5267.82,6
8185,14021,2024-09-25,Wrong Product,3432.03,2
8186,18251,2024-07-16,Size Issue,2755.5,2
8187,19600,2024-07-25,Not as Expected,4733.12,2
8188,16854,2024-02-28,Size Issue,6558.81,2
8189,1437,2024-10-09,Late Delivery,2725.64,5
8190,35316,2024-01-19,Late Delivery,4556.03,1
8191,32525,2024-11-18,Wrong Product,652.97,6
8192,36241,2024-03-16,Late Delivery,6998.65,1
8193,41281,2024-11-12,Late Delivery,2539.92,4
8194,48531,2024-03-12,Late Delivery,4120.8,3
8195,4204,2024-05-10,Not as Expected,1442.42,5
8196,23850,2024-12-12,Damaged,2202.88,6
8197,43246,2024-12-27,Not as Expected,5894.22,1
8198,17423,2024-10-21,Damaged,4510.27,2
8199,13496,2024-01-23,Late Delivery,5383.54,1
8200,47887,2024-09-30,Late Delivery,3890.47,6
8201,44562,2024-07-19,Wrong Product,415.47,8
8202,18571,2024-05-20,Late Delivery,3158.46,5
8203,32509,2024-12-13,Wrong Product,5784.12,4
8204,21705,2024-11-21,Wrong Product,5478.8,5
8205,43662,2024-02-08,Damaged,4636.02,6
8206,24451,2024-11-30,Wrong Product,5519.7,3
8207,34467,2024-12-31,Late Delivery,3841.05,8
8208,43349,2024-11-05,Size Issue,1141.18,8
8209,2856,2024-12-22,Not as Expected,5114.75,9
8210,15434,2024-06-23,Damaged,1907.62,2
8211,22645,2024-06-21,Size Issue,1126.51,1
8212,48677,2024-07-21,Not as Expected,3879.31,4
8213,23714,2024-06-11,Not as Expected,5343.71,6
8214,40161,2024-09-16,Not as Expected,6581.89,6
8215,24214,2024-10-28,Not as Expected,5962.04,8
8216,12061,2024-01-26,Wrong Product,5272.42,2
8217,29012,2024-03-05,Late Delivery,673.86,2
8218,42884,2024-09-25,Not as Expected,872.28,3
8219,35791,2024-02-18,Damaged,1044.88,8
8220,9290,2024-03-21,Wrong Product,3104.77,9
8221,783,2024-05-18,Not as Expected,3581.93,7
8222,4018,2024-08-24,Wrong Product,4589.13,5
8223,29558,2024-07-23,Wrong Product,1761.0,9
8224,12582,2024-03-31,Wrong Product,4059.85,7
8225,3299,2024-09-03,Wrong Product,2903.85,9
8226,35609,2024-08-01,Size Issue,1473.5,9
8227,12830,2024-09-27,Not as Expected,389.24,7
8228,19648,2024-07-25,Size Issue,1517.36,7
8229,26322,2024-12-23,Damaged,7744.89,9
8230,2265,2024-10-03,Late Delivery,7875.23,4
8231,12518,2024-08-06,Not as Expected,560.14,6
8232,13041,2024-03-13,Size Issue,6759.59,5
8233,16827,2024-06-10,Late Delivery,1479.68,3
8234,35507,2024-08-09,Damaged,3108.67,5
8235,31707,2024-07-05,Size Issue,2067.51,3
8236,1616,2024-07-24,Damaged,2322.88,8
8237,939,2024-08-12,Damaged,5323.87,8
8238,16759,2024-10-26,Damaged,3631.24,8
8239,4105,2024-04-25,Wrong Product,6032.32,6
8240,2378,2024-03-21,Not as Expected,4279.91,5
8241,26859,2024-10-21,Late Delivery,6486.71,4
8242,47226,2024-05-27,Damaged,3794.6,6
8243,35905,2024-12-24,Size Issue,1553.15,7
8244,25581,2024-01-29,Not as Expected,576.87,6
8245,26872,2024-07-22,Not as Expected,602.04,2
8246,6786,2024-10-16,Not as Expected,1699.88,5
8247,18536,2024-05-14,Late Delivery,1721.39,7
8248,41755,2024-11-13,Wrong Product,6590.36,1
8249,354,2024-04-26,Size Issue,5786.08,3
8250,37809,2024-10-27,Wrong Product,4645.41,2
8251,40585,2024-05-02,Size Issue,2001.79,5
8252,2140,2024-10-05,Wrong Product,2089.21,2
8253,16504,2024-11-29,Late Delivery,2332.0,3
8254,11009,2024-05-22,Wrong Product,2877.15,4
8255,48875,2024-12-25,Wrong Product,3253.07,7
8256,12505,2024-09-18,Late Delivery,3849.34,5
8257,5591,2024-02-10,Not as Expected,4556.65,4
8258,49896,2024-11-05,Wrong Product,5591.31,5
8259,41815,2024-07-06,Late Delivery,7038.06,2
8260,11760,2024-08-22,Size Issue,2470.03,2
8261,48072,2024-11-19,Damaged,1372.92,9
8262,34589,2024-07-28,Not as Expected,7233.45,9
8263,43527,2024-12-13,Size Issue,6715.43,4
8264,12611,2024-07-02,Late Delivery,3678.23,7
8265,9862,2024-03-12,Not as Expected,5454.17,9
8266,710,2024-03-07,Damaged,7003.04,2
8267,12195,2024-05-07,Wrong Product,4644.92,1
8268,33858,2024-11-05,Not as Expected,3051.91,7
8269,24064,2024-08-02,Wrong Product,3442.8,6
8270,2043,2024-03-13,Size Issue,2119.92,6
8271,10785,2024-03-20,Wrong Product,995.28,1
8272,22670,2024-07-10,Late Delivery,1838.19,7
8273,6440,2024-04-17,Late Delivery,1548.74,1
8274,3213,2024-07-26,Damaged,5650.54,3
8275,19164,2024-06-16,Late Delivery,5343.78,2
8276,15012,2024-02-20,Late Delivery,2876.88,1
8277,43600,2024-02-08,Size Issue,3461.47,7
8278,43157,2024-06-20,Not as Expected,4149.77,6
8279,25998,2024-06-27,Size Issue,3318.69,1
8280,48984,2024-10-24,Wrong Product,1169.89,8
8281,45727,2024-03-23,Size Issue,6285.06,5
8282,4580,2024-12-07,Damaged,413.76,2
8283,14297,2024-09-06,Not as Expected,1809.0,5
8284,12506,2024-06-21,Wrong Product,2841.53,2
8285,42282,2024-11-26,Late Delivery,1094.1,3
8286,24916,2024-07-03,Not as Expected,4127.31,3
8287,46837,2024-11-24,Wrong Product,2900.19,3
8288,15965,2024-12-26,Size Issue,1198.53,9
8289,33587,2024-08-30,Damaged,4751.56,9
8290,26918,2024-04-14,Late Delivery,688.7,6
8291,10342,2024-09-12,Damaged,1066.52,2
8292,34719,2024-10-18,Late Delivery,4444.11,7
8293,47643,2024-11-08,Wrong Product,2102.08,2
8294,36762,2024-10-22,Late Delivery,1946.0,4
8295,3966,2024-07-01,Not as Expected,5103.32,4
8296,18960,2024-05-19,Wrong Product,5905.38,8
8297,27273,2024-03-28,Not as Expected,1293.14,7
8298,15866,2024-08-13,Late Delivery,324.02,8
8299,22132,2024-09-18,Late Delivery,512.7,8
8300,6116,2024-04-19,Not as Expected,1549.91,9
8301,15526,2024-11-09,Not as Expected,4233.38,3
8302,34391,2024-07-26,Size Issue,3083.12,5
8303,32606,2024-08-12,Not as Expected,3978.27,8
8304,42002,2024-04-28,Damaged,3881.23,5
8305,27593,2024-05-19,Size Issue,3459.24,6
8306,31656,2024-10-21,Size Issue,6153.22,7
8307,33965,2024-07-06,Wrong Product,3810.67,7
8308,3303,2024-08-09,Wrong Product,7758.15,7
8309,42607,2024-12-31,Damaged,2218.75,1
8310,32620,2024-11-01,Late Delivery,6088.3,6
8311,28167,2024-05-02,Late Delivery,1019.75,3
8312,39815,2024-04-16,Wrong Product,1531.34,4
8313,27469,2024-08-25,Damaged,6912.66,5
8314,11437,2024-08-09,Damaged,3043.13,3
8315,36892,2024-10-23,Damaged,5113.65,6
8316,2306,2024-06-29,Damaged,5869.17,6
8317,12000,2024-10-10,Not as Expected,4375.4,6
8318,44003,2024-03-06,Size Issue,2014.38,3
8319,25730,2024-07-05,Size Issue,7790.4,2
8320,19367,2024-04-11,Wrong Product,3162.25,2
8321,15626,2024-11-23,Not as Expected,5756.7,9
8322,43691,2024-12-12,Late Delivery,4161.72,5
8323,8175,2024-07-30,Late Delivery,377.4,9
8324,40641,2024-02-16,Wrong Product,5611.45,3
8325,9052,2024-01-19,Late Delivery,4135.25,3
8326,38016,2024-06-25,Not as Expected,1660.16,9
8327,48020,2024-05-20,Late Delivery,4717.42,2
8328,2905,2024-03-04,Late Delivery,1792.4,5
8329,36652,2024-06-24,Late Delivery,802.38,3
8330,27646,2024-07-04,Size Issue,1773.34,4
8331,44685,2025-01-10,Size Issue,2562.12,1
8332,23422,2024-04-01,Size Issue,5059.82,9
8333,33518,2024-09-13,Size Issue,4280.33,7
8334,33466,2024-05-17,Size Issue,7692.8,8
8335,28062,2024-05-19,Damaged,5062.26,5
8336,17693,2024-08-02,Wrong Product,427.99,7
8337,44758,2024-12-02,Not as Expected,664.33,9
8338,16156,2024-06-26,Not as Expected,1537.57,4
8339,7839,2024-09-26,Not as Expected,6222.91,8
8340,8197,2024-08-04,Late Delivery,1747.48,1
8341,25423,2024-08-27,Damaged,5919.28,3
8342,27149,2024-03-18,Late Delivery,3937.43,6
8343,49012,2024-12-07,Size Issue,3898.37,7
8344,22759,2024-06-08,Size Issue,1275.34,2
8345,9827,2024-10-15,Late Delivery,1353.45,5
8346,168,2024-11-07,Late Delivery,3414.2,3
8347,24727,2024-07-02,Late Delivery,1673.42,5
8348,36520,2024-10-27,Damaged,715.08,3
8349,46142,2024-09-14,Wrong Product,3939.54,5
8350,12580,2024-12-06,Damaged,5020.78,1
8351,33359,2024-04-09,Wrong Product,3478.55,1
8352,43987,2024-07-31,Damaged,3903.46,8
8353,4237,2024-08-01,Not as Expected,3565.16,1
8354,25782,2024-07-03,Not as Expected,2354.56,8
8355,21326,2024-01-25,Size Issue,2286.42,7
8356,43947,2024-04-15,Late Delivery,1077.43,1
8357,13035,2024-01-21,Late Delivery,5947.96,4
8358,5977,2024-07-24,Wrong Product,6067.76,2
8359,28230,2025-01-04,Late Delivery,6515.14,2
8360,35138,2024-03-26,Late Delivery,1810.18,7
8361,2109,2024-12-05,Size Issue,5304.55,8
8362,29959,2024-12-10,Size Issue,5284.06,1
8363,2237,2024-10-20,Damaged,311.29,5
8364,4405,2024-08-04,Not as Expected,5812.08,2
8365,38672,2024-09-09,Late Delivery,3312.37,9
8366,13257,2024-06-26,Wrong Product,1417.87,8
8367,1880,2024-03-13,Late Delivery,5473.17,5
8368,46199,2024-04-21,Late Delivery,6761.21,7
8369,2381,2024-01-27,Wrong Product,2470.02,1
8370,35979,2024-10-28,Size Issue,1889.98,6
8371,36087,2024-06-11,Damaged,2527.48,2
8372,10372,2024-10-02,Damaged,1050.27,1
8373,623,2024-12-26,Size Issue,1574.02,4
8374,23571,2024-01-13,Damaged,4548.74,3
8375,11573,2024-03-22,Wrong Product,6427.43,6
8376,3558,2024-06-07,Not as Expected,4436.91,1
8377,11893,2024-09-23,Late Delivery,2730.88,5
8378,46310,2024-05-12,Late Delivery,6030.17,9
8379,15915,2024-09-28,Size Issue,4633.86,9
8380,38053,2024-08-05,Wrong Product,7113.75,5
8381,17898,2024-12-09,Size Issue,3774.92,4
8382,31083,2024-10-03,Damaged,2605.09,8
8383,49049,2024-11-09,Size Issue,6963.86,9
8384,49095,2024-07-31,Late Delivery,5602.72,6
8385,4586,2024-03-30,Wrong Product,1414.84,8
8386,30581,2024-07-07,Damaged,5470.79,8
8387,27803,2024-09-15,Damaged,5053.67,5
8388,48995,2024-07-30,Late Delivery,1990.7,2
8389,38198,2024-01-24,Late Delivery,5505.34,5
8390,43355,2024-05-23,Size Issue,1393.25,5
8391,27842,2024-07-23,Wrong Product,1169.67,6
8392,22745,2024-01-24,Damaged,3617.87,5
8393,2725,2024-04-05,Late Delivery,5615.77,2
8394,24531,2024-07-20,Wrong Product,2597.39,9
8395,48962,2024-08-13,Not as Expected,2942.29,1
8396,31276,2024-10-17,Wrong Product,7070.37,8
8397,39693,2024-10-31,Late Delivery,852.77,9
8398,13510,2024-05-27,Wrong Product,4375.04,3
8399,39344,2024-12-30,Not as Expected,1698.91,9
8400,1025,2024-04-14,Wrong Product,3570.13,9
8401,45184,2024-09-13,Not as Expected,6513.46,5
8402,31941,2024-06-15,Late Delivery,2049.18,7
8403,22244,2024-07-23,Size Issue,3558.71,4
8404,42336,2024-12-05,Size Issue,1803.52,1
8405,11931,2024-12-19,Not as Expected,858.5,1
8406,20993,2024-10-23,Late Delivery,6549.61,9
8407,41591,2024-04-02,Wrong Product,3695.54,1
8408,48001,2024-06-18,Wrong Product,6557.52,6
8409,1478,2024-03-21,Not as Expected,1154.28,4
8410,14402,2024-05-22,Damaged,448.62,5
8411,28476,2024-10-18,Late Delivery,4408.26,8
8412,4360,2024-09-01,Size Issue,5640.82,9
8413,7053,2024-11-26,Size Issue,875.14,5
8414,46036,2024-09-12,Wrong Product,4952.35,7
8415,17553,2024-11-03,Not as Expected,6101.31,9
8416,18330,2024-03-19,Late Delivery,1967.94,7
8417,43682,2024-10-25,Wrong Product,1689.91,3
8418,5539,2024-03-14,Not as Expected,1244.8,8
8419,5535,2024-06-18,Late Delivery,4137.51,3
8420,36769,2024-05-17,Damaged,3754.12,1
8421,22340,2024-08-01,Not as Expected,5434.96,4
8422,36912,2024-06-09,Damaged,4873.55,2
8423,29893,2024-12-09,Size Issue,1130.94,6
8424,43892,2024-05-24,Late Delivery,3639.86,5
8425,1400,2024-12-17,Late Delivery,5520.66,4
8426,49808,2024-11-25,Size Issue,7617.03,7
8427,25780,2024-02-15,Wrong Product,1970.51,3
8428,44815,2024-05-24,Not as Expected,1159.41,6
8429,47256,2024-07-29,Damaged,8179.68,6
8430,47986,2024-11-19,Size Issue,4002.02,2
8431,37602,2024-01-20,Late Delivery,4270.08,5
8432,29022,2024-04-01,Size Issue,3351.98,9
8433,39254,2024-10-05,Damaged,1769.04,4
8434,49716,2024-12-20,Late Delivery,619.01,5
8435,44204,2024-06-16,Wrong Product,6737.62,6
8436,11203,2024-01-13,Not as Expected,2427.05,9
8437,30901,2024-03-08,Wrong Product,2782.7,4
8438,38259,2024-08-29,Not as Expected,4555.87,7
8439,15803,2024-07-06,Late Delivery,6115.67,2
8440,41335,2024-11-16,Not as Expected,7305.88,8
8441,35204,2024-12-26,Damaged,5436.71,5
8442,18992,2024-04-25,Wrong Product,2866.73,2
8443,12026,2024-01-31,Size Issue,6646.28,5
8444,47532,2024-03-19,Size Issue,6408.38,5
8445,34974,2024-04-04,Not as Expected,6686.02,9
8446,3707,2024-06-29,Late Delivery,669.37,6
8447,45596,2024-09-05,Wrong Product,939.48,1
8448,48982,2024-08-19,Size Issue,3832.51,1
8449,19152,2024-10-29,Wrong Product,2775.42,5
8450,12285,2024-08-16,Size Issue,5402.82,5
8451,22342,2024-11-22,Damaged,5441.44,8
8452,49800,2024-11-11,Size Issue,2752.67,2
8453,14576,2024-04-12,Size Issue,2274.85,2
8454,19247,2024-11-10,Not as Expected,3418.54,7
8455,15871,2024-02-01,Wrong Product,4599.17,8
8456,36902,2024-10-27,Late Delivery,6407.33,5
8457,1341,2024-02-29,Damaged,6349.95,3
8458,16643,2024-01-26,Damaged,3078.67,1
8459,14191,2024-04-28,Damaged,3064.0,2
8460,23865,2024-04-12,Not as Expected,8338.87,5
8461,27804,2024-07-24,Damaged,6149.52,9
8462,10000,2024-02-01,Late Delivery,5958.93,7
8463,32986,2024-10-21,Damaged,662.29,3
8464,1747,2024-02-13,Damaged,2081.95,2
8465,12561,2024-06-21,Wrong Product,6360.22,8
8466,18540,2024-05-25,Wrong Product,1423.13,9
8467,14985,2024-09-06,Size Issue,2110.84,4
8468,27211,2024-01-29,Not as Expected,5733.92,9
8469,34434,2024-04-22,Wrong Product,1793.57,8
8470,22302,2024-11-07,Wrong Product,2655.93,4
8471,24671,2024-11-28,Late Delivery,1996.7,8
8472,46436,2024-07-25,Not as Expected,4022.13,8
8473,10699,2024-05-08,Wrong Product,2060.5,2
8474,10877,2024-05-02,Late Delivery,7384.89,4
8475,32253,2024-04-15,Damaged,1288.1,9
8476,44282,2024-01-19,Size Issue,3481.73,3
8477,17737,2024-01-10,Wrong Product,6982.29,1
8478,10973,2024-06-18,Late Delivery,3806.75,2
8479,6728,2024-04-24,Not as Expected,2428.49,7
8480,44184,2024-11-14,Late Delivery,1219.94,3
8481,14945,2024-02-04,Damaged,5127.6,8
8482,49356,2024-10-26,Late Delivery,2240.91,2
8483,31092,2024-12-16,Not as Expected,1280.78,6
8484,27864,2024-05-26,Wrong Product,3064.22,5
8485,38917,2024-02-23,Not as Expected,2155.16,9
8486,23883,2024-12-05,Damaged,5313.83,7
8487,29706,2024-07-01,Damaged,6287.17,8
8488,44702,2024-08-22,Late Delivery,2155.92,6
8489,24059,2024-10-05,Damaged,3882.31,2
8490,3396,2024-05-30,Damaged,1132.12,9
8491,5620,2024-02-12,Damaged,5661.32,9
8492,45350,2024-10-10,Size Issue,2307.72,5
8493,10848,2024-02-19,Wrong Product,6860.72,1
8494,11326,2024-02-24,Wrong Product,318.2,5
8495,9940,2024-03-21,Damaged,7565.0,3
8496,39292,2024-12-28,Wrong Product,3946.51,9
8497,41309,2024-01-22,Not as Expected,4172.01,2
8498,44978,2024-11-16,Damaged,3764.87,1
8499,8719,2024-06-05,Wrong Product,4341.44,1
8500,31088,2024-04-11,Size Issue,6672.28,7
8501,43201,2024-08-04,Late Delivery,6959.12,5
8502,49198,2024-08-24,Damaged,3091.51,5
8503,38577,2024-10-08,Late Delivery,2683.66,4
8504,27816,2024-08-12,Size Issue,1204.23,1
8505,4479,2024-09-19,Damaged,6333.89,1
8506,18973,2024-07-01,Not as Expected,5638.98,9
8507,5038,2024-10-01,Damaged,1139.7,3
